imdb_id,title,genres,popularity,release_date,budget,revenue,vote_average,ROI
tt3040964,The Jungle Book,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",38.722,2016-04-07,175000000.0,966550600.0,6.8,5.523146285714286
tt2660888,Star Trek Beyond,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",39.071,2016-07-07,185000000.0,343471816.0,6.8,1.8566044108108108
tt2404233,Gods of Egypt,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",34.194,2016-02-25,140000000.0,150680864.0,5.6,1.0762918857142858
tt5425264,Throne of Elves,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",38.014,2016-07-31,20000000.0,3916195.0,7.5,0.19580975
tt4172430,13 Hours: The Secret Soldiers of Benghazi,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",38.876,2016-01-13,50000000.0,69411370.0,7.2,1.3882274
tt2404435,The Magnificent Seven,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",31.758000000000006,2016-09-14,90000000.0,162360636.0,6.3,1.8040070666666668
tt0918940,The Legend of Tarzan,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",31.277,2016-06-29,180000000.0,356743061.0,5.8,1.9819058944444445
tt4824308,God's Not Dead 2,"[{'id': 18, 'name': 'Drama'}]",31.302,2016-04-01,5000000.0,23507567.0,6.0,4.7015134
tt5431016,The Ten Commandments: The Movie,"[{'id': 18, 'name': 'Drama'}]",33.954,2016-01-28,39307171.0,37070177.0,7.2,0.9430894174500627
tt2277860,Finding Dory,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",30.584,2016-06-16,200000000.0,1028570889.0,7.0,5.142854445
tt4857264,The Invisible Guest,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",32.795,2016-09-22,4000000.0,30000000.0,8.2,7.5
tt3691740,The BFG,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",27.14,2016-06-01,140000000.0,195243411.0,6.2,1.3945957928571429
tt3410834,Allegiant,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}]",39.167,2016-03-09,110000000.0,179246868.0,6.1,1.6295169818181818
tt4438848,Neighbors 2: Sorority Rising,"[{'id': 35, 'name': 'Comedy'}]",32.759,2016-05-04,35000000.0,108758521.0,5.8,3.1073863142857143
tt3095734,Monster Trucks,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",29.111,2016-12-26,125000000.0,64493915.0,6.1,0.51595132
tt2261287,Ballerina,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",28.608,2016-12-14,30000000.0,2351359.0,7.2,0.07837863333333334
tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",35.852,2016-06-01,135000000.0,245623848.0,6.0,1.8194359111111111
tt2140479,The Accountant,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",30.64,2016-10-13,44000000.0,155160045.0,7.0,3.526364659090909
tt3531824,Nerve,"[{'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",28.974,2016-06-27,19000000.0,85241496.0,7.1,4.48639452631579
tt1489889,Central Intelligence,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",32.542,2016-06-15,50000000.0,216972543.0,6.4,4.33945086
tt4777660,Ustica: The Missing Paper,"[{'id': 18, 'name': 'Drama'}]",22.478,2016-03-31,3000000.0,90611.0,5.5,0.030203666666666667
tt1920885,Big Fish & Begonia,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",28.162,2016-07-08,4531653.0,84552250.0,7.6,18.65814747951796
tt3783958,La La Land,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]",27.605,2016-11-29,30000000.0,446486224.0,7.9,14.882874133333333
tt4160708,Don't Breathe,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",28.439,2016-06-08,9900000.0,159047649.0,6.9,16.065419090909092
tt4501244,Why Him?,"[{'id': 35, 'name': 'Comedy'}]",26.058000000000003,2016-12-22,38000000.0,118034273.0,6.3,3.1061650789473685
tt1860357,Deepwater Horizon,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",25.892,2016-09-29,110000000.0,121790373.0,6.8,1.1071852090909091
tt2304933,The 5th Wave,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",30.688,2016-01-14,38000000.0,109906372.0,5.9,2.892272947368421
tt2094766,Assassin's Creed,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",28.269,2016-12-21,125000000.0,240697856.0,5.4,1.925582848
tt4196776,Jason Bourne,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",29.728,2016-07-27,120000000.0,415484914.0,6.2,3.4623742833333333
tt4302938,Kubo and the Two Strings,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",31.623,2016-08-18,60000000.0,76249438.0,7.7,1.2708239666666667
tt1974419,The Neon Demon,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",28.321,2016-06-08,7000000.0,3377430.0,6.5,0.48249
tt2032572,USS Indianapolis: Men of Courage,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",27.063,2016-09-22,40000000.0,2158568.0,5.9,0.0539642
tt3393786,Jack Reacher: Never Go Back,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",25.981,2016-10-19,60000000.0,162146076.0,5.7,2.7024346
tt2381991,The Huntsman: Winter's War,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",29.966,2016-04-06,115000000.0,164989338.0,6.3,1.4346898956521739
tt2025690,The Finest Hours,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",25.991,2016-01-25,80000000.0,52099090.0,6.5,0.651238625
tt2788732,Pete's Dragon,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",26.487,2016-08-10,65000000.0,143695338.0,6.3,2.210697507692308
tt2869728,Ride Along 2,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",26.396,2016-01-14,40000000.0,124827316.0,6.2,3.1206829
tt1472584,Max Steel,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",29.333,2016-10-14,10000000.0,6272403.0,5.6,0.6272403
tt1700841,Sausage Party,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",28.133000000000006,2016-07-11,19000000.0,140705322.0,5.7,7.405543263157894
tt4246856,Wildflower,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",21.918000000000006,2016-02-05,650000.0,68577.0,5.3,0.10550307692307692
tt2638144,Ben-Hur,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",21.453000000000007,2016-08-17,100000000.0,94061311.0,5.6,0.94061311
tt4846340,Hidden Figures,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",35.774,2016-12-10,25000000.0,230698791.0,8.0,9.22795164
tt4361050,Ouija: Origin of Evil,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",19.338,2016-10-20,9000000.0,81705746.0,6.0,9.078416222222222
tt4572514,Patriots Day,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",24.155,2016-12-12,45000000.0,50548152.0,7.0,1.1232922666666667
tt1179933,10 Cloverfield Lane,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",26.845,2016-03-10,15000000.0,108286421.0,6.9,7.219094733333334
tt3640424,Allied,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",27.944000000000006,2016-11-17,85000000.0,119520023.0,6.7,1.4061179176470588
tt4786282,Lights Out,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",23.842,2016-07-21,4900000.0,148868835.0,6.3,30.381394897959183
tt4550098,Nocturnal Animals,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",21.141,2016-11-04,22500000.0,29252978.0,7.4,1.3001323555555555
tt4016934,The Handmaiden,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",25.489,2016-06-01,8575000.0,37767206.0,8.3,4.40433889212828
tt1540011,Blair Witch,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",26.042,2016-09-15,5000000.0,45172994.0,5.1,9.0345988
tt3521164,Moana,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",19.995,2016-11-23,150000000.0,690860472.0,7.6,4.60573648
tt2005151,War Dogs,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",32.989000000000004,2016-08-17,40000000.0,86234523.0,6.8,2.155863075
tt3263904,Sully,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",22.713,2016-09-07,60000000.0,240797623.0,7.1,4.0132937166666665
tt1355644,Passengers,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",20.619,2016-12-21,110000000.0,303144152.0,6.9,2.7558559272727274
tt3774114,Snowden,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",21.757,2016-09-15,40000000.0,37357216.0,7.1,0.9339304
tt4731136,A Cure for Wellness,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",18.929,2016-12-10,40000000.0,26559557.0,6.3,0.663988925
tt4052882,The Shallows,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",20.228,2016-06-24,17000000.0,119100758.0,6.3,7.005926941176471
tt3882082,The Boy,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",22.732,2016-01-22,10000000.0,64188367.0,5.9,6.4188367
tt1292566,How to Be Single,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",21.662,2016-01-21,38000000.0,112343513.0,6.2,2.956408236842105
