budget,genres,id,imdb_id,original_language,original_title,popularity,release_date,revenue,runtime,title,vote_average,vote_count
28000000.0,"[{'id': 35, 'name': 'Comedy'}]",9398.0,tt0196229,en,Zoolander,15.062000000000001,2001-09-28,60780981.0,89.0,Zoolander,6.1,3014.0
25000000.0,"[{'id': 35, 'name': 'Comedy'}]",9352.0,tt0356150,en,EuroTrip,22.505,2004-02-20,20796847.0,93.0,EuroTrip,6.5,1640.0
3000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",763.0,tt0103873,en,Braindead,16.111,1992-08-13,242623.0,103.0,Braindead,7.4,961.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",73530.0,tt2048804,ja,マルドゥック・スクランブル 燃焼,17.765,2011-09-03,0.0,64.0,Mardock Scramble: The Second Combustion,6.6,45.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",324963.0,tt4137924,en,Monster High: Haunted,16.277,2015-03-02,0.0,75.0,Monster High: Haunted,6.8,62.0
0.0,"[{'id': 18, 'name': 'Drama'}]",622963.0,tt9664078,en,American Son,13.702,2019-09-12,0.0,90.0,American Son,6.1,158.0
10000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",11804.0,tt0375210,en,White Noise,14.612,2005-01-07,91196419.0,101.0,White Noise,5.6,550.0
8200000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1788.0,tt0087277,en,Footloose,13.659,1984-02-17,80035402.0,107.0,Footloose,6.6,1322.0
0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",752928.0,tt12523606,fr,Il était une fois à Monaco,10.129,2020-11-01,0.0,0.0,Il était une fois à Monaco,7.2,14.0
0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 36, 'name': 'History'}]",452507.0,tt6214928,en,1922,16.673,2017-10-20,0.0,102.0,1922,5.9,1843.0
80000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",9562.0,tt0300556,en,Timeline,15.409,2003-11-26,43935763.0,116.0,Timeline,5.6,677.0
220000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",9367.0,tt0104815,es,El Mariachi,17.658,1992-09-04,2040920.0,81.0,El Mariachi,6.7,657.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",15400.0,tt0238414,en,Mickey's Once Upon a Christmas,20.409000000000002,1999-10-31,0.0,66.0,Mickey's Once Upon a Christmas,7.0,386.0
0.0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 53, 'name': 'Thriller'}, {'id': 16, 'name': 'Animation'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",68555.0,tt3355698,ja,DEATH NOTE リライト2 Lを継ぐ者,17.941,2009-10-07,0.0,100.0,Death Note Relight 2: L's Successors,6.9,51.0
26000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",338964.0,tt1798603,en,Bad Santa 2,17.169,2016-11-23,23229371.0,92.0,Bad Santa 2,5.3,507.0
7500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",10679.0,tt1034314,en,Iron Sky,17.912,2012-03-10,10109659.0,93.0,Iron Sky,5.7,1070.0
0.0,[],753823.0,tt13091618,es,Naayilo’ob Ja’,22.462,2020-11-10,0.0,11.0,Dreams of Water,0.0,0.0
10000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",74513.0,tt1656192,fr,Forces spéciales,16.16,2011-11-02,3424648.0,109.0,Special Forces,6.5,280.0
21000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",240483.0,tt2145829,en,Robot Overlords,20.162,2015-01-29,0.0,90.0,Robot Overlords,4.7,185.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",10772.0,tt0060315,it,Django,15.356,1966-04-05,17277.0,93.0,Django,7.2,484.0
0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",485337.0,tt7241654,en,Gangster Land,16.621,2017-12-01,0.0,90.0,Gangster Land,5.6,40.0
35000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",49022.0,tt0491152,en,Something Borrowed,15.409,2011-05-05,65090821.0,112.0,Something Borrowed,6.1,725.0
10000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",99942.0,tt1410046,en,Porn Star Zombies,15.488,2009-11-06,0.0,80.0,Porn Star Zombies,5.0,11.0
0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",539064.0,tt7575400,en,Zombie World 2,18.727,2017-03-15,0.0,88.0,Zombie World 2,6.5,2.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",486947.0,tt6742252,da,Den skyldige,18.374000000000002,2018-06-14,0.0,86.0,The Guilty,7.2,869.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",695848.0,tt9053522,es,Pullman,14.175,2020-04-24,0.0,70.0,Pullman,5.0,6.0
10900000.0,"[{'id': 18, 'name': 'Drama'}]",205601.0,tt2404181,en,Belle,15.857999999999999,2013-05-01,16505460.0,105.0,Belle,7.2,500.0
14000000.0,"[{'id': 53, 'name': 'Thriller'}]",75638.0,tt1748179,en,Red Lights,17.107,2012-03-02,13551174.0,119.0,Red Lights,6.1,789.0
0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",520360.0,tt5789976,en,King of Thieves,16.175,2018-09-04,0.0,108.0,King of Thieves,5.3,237.0
3500000.0,"[{'id': 18, 'name': 'Drama'}]",458737.0,tt6053438,en,First Reformed,16.622,2018-05-18,2525738.0,113.0,First Reformed,7.0,793.0
57000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",8840.0,tt0116136,en,DragonHeart,16.021,1996-05-31,115267375.0,103.0,DragonHeart,6.5,1374.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",517909.0,tt5865326,en,The Laundromat,15.447000000000001,2019-09-27,0.0,96.0,The Laundromat,6.0,741.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",41171.0,tt0383534,en,Noel,12.155,2004-11-12,0.0,96.0,Noel,5.9,182.0
8000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",29564.0,tt1319743,en,Smokin' Aces 2: Assassins' Ball,14.155999999999999,2010-01-19,0.0,86.0,Smokin' Aces 2: Assassins' Ball,5.5,173.0
31500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",302156.0,tt3014866,en,Criminal,14.162,2016-04-07,14708696.0,113.0,Criminal,6.1,1171.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",243684.0,tt3179568,en,"Men, Women & Children",17.109,2014-10-17,461162.0,116.0,"Men, Women & Children",6.4,651.0
22000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",44113.0,tt1423995,en,Stone,11.155999999999999,2010-10-07,9479718.0,105.0,Stone,5.3,440.0
27000000.0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",525.0,tt0080455,en,The Blues Brothers,17.852,1980-06-16,115229890.0,133.0,The Blues Brothers,7.8,2750.0
35000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",11638.0,tt0372237,en,Guess Who,13.652999999999999,2005-03-25,68915888.0,105.0,Guess Who,5.9,597.0
45000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",10366.0,tt0176269,en,Universal Soldier: The Return,14.651,1999-08-05,10667893.0,82.0,Universal Soldier: The Return,5.1,371.0
21000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",6.0,tt0107286,en,Judgment Night,11.9,1993-10-15,12136938.0,110.0,Judgment Night,6.5,165.0
6000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",532671.0,tt4504044,en,The Prodigy,16.127,2019-02-06,21150265.0,92.0,The Prodigy,6.2,646.0
25000000.0,"[{'id': 99, 'name': 'Documentary'}]",301056.0,tt1762233,en,Enchanted Kingdom,18.065,2014-03-25,0.0,87.0,Enchanted Kingdom,5.9,22.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",390059.0,tt5390066,en,Permission,18.862000000000002,2017-04-22,0.0,96.0,Permission,5.1,103.0
0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",739246.0,tt12982218,fr,GIMS: On the Record,12.120999999999999,2020-09-17,0.0,96.0,GIMS: On the Record,7.2,21.0
15000000.0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",14024.0,tt0361696,en,Raise Your Voice,15.901,2004-08-10,14867514.0,103.0,Raise Your Voice,6.5,642.0
70000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",11258.0,tt0120696,en,Hard Rain,15.991,1998-01-16,19870567.0,97.0,Hard Rain,5.7,427.0
0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",392655.0,tt4206228,en,Prisoner X,15.99,2016-04-15,0.0,90.0,Prisoner X,5.4,14.0
8000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",293644.0,tt4057916,es,Don Gato: El inicio de la pandilla,13.257,2015-10-30,0.0,89.0,Top Cat Begins,5.0,20.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",22537.0,tt0366621,ja,犬夜叉 鏡の中の夢幻城,15.959000000000001,2002-12-22,0.0,100.0,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,7.1,52.0
900000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9813.0,tt0414951,en,The Quiet,11.4,2005-09-12,381420.0,96.0,The Quiet,6.1,147.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",513409.0,tt8178486,en,Earthquake Bird,16.695,2019-11-01,0.0,107.0,Earthquake Bird,5.9,274.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",532880.0,tt6736198,es,Solteras,17.340999999999998,2019-06-07,0.0,97.0,Ready to Mingle,6.7,97.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",586595.0,tt8358220,en,After Midnight,13.238,2019-09-11,6713.0,83.0,After Midnight,5.2,35.0
38000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",406429.0,tt5481184,zh,封神传奇,16.596,2016-07-28,43300000.0,130.0,League of Gods,5.3,73.0
0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",50388.0,tt1690483,ja,いばらの王 -King of Thorn-,12.639000000000001,2009-10-09,0.0,105.0,King of Thorn,6.5,83.0
0.0,"[{'id': 35, 'name': 'Comedy'}]",12778.0,tt0109936,en,Greedy,11.895999999999999,1994-03-04,13145977.0,113.0,Greedy,6.3,151.0
0.0,"[{'id': 18, 'name': 'Drama'}]",5458.0,tt0196267,en,Cruel Intentions 2,15.97,2000-11-09,0.0,87.0,Cruel Intentions 2,4.7,234.0
8500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2099.0,tt0091828,en,Raw Deal,16.146,1986-06-06,16209459.0,106.0,Raw Deal,5.7,429.0
70000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",19899.0,tt1078940,en,Couples Retreat,19.848,2009-09-19,171844840.0,113.0,Couples Retreat,5.5,1334.0
0.0,"[{'id': 35, 'name': 'Comedy'}]",11566.0,tt0106673,en,Dave,12.645,1993-05-07,63000000.0,110.0,Dave,6.5,451.0
15000000.0,"[{'id': 35, 'name': 'Comedy'}]",9493.0,tt0096320,en,Twins,14.644,1988-12-09,216614388.0,107.0,Twins,6.0,1434.0
0.0,"[{'id': 27, 'name': 'Horror'}]",420245.0,tt3622110,en,Don't Knock Twice,17.906,2017-02-03,0.0,93.0,Don't Knock Twice,5.5,528.0
0.0,"[{'id': 53, 'name': 'Thriller'}]",9491.0,tt0099160,en,Blue Steel,12.394,1990-03-16,7701707.0,98.0,Blue Steel,5.8,190.0
65000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",100241.0,tt1418377,en,"I, Frankenstein",17.4,2014-01-22,76801179.0,92.0,"I, Frankenstein",5.3,1364.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",269795.0,tt1131724,en,2:22,15.107000000000001,2017-06-29,3945729.0,99.0,2:22,5.9,1068.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10770, 'name': 'TV Movie'}]",14050.0,tt1000771,en,Recount,11.145999999999999,2008-05-25,0.0,116.0,Recount,6.9,111.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 99, 'name': 'Documentary'}]",14906.0,tt0036326,en,Saludos Amigos,13.644,1942-08-24,1135000.0,42.0,Saludos Amigos,5.9,232.0
15000000.0,"[{'id': 35, 'name': 'Comedy'}]",187596.0,tt2463288,en,Walk of Shame,15.899000000000001,2014-05-02,59209.0,95.0,Walk of Shame,5.9,1055.0
20000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",13596.0,tt1046163,en,My Best Friend's Girl,16.146,2008-09-19,36620508.0,101.0,My Best Friend's Girl,5.6,478.0
6000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",9669.0,tt0218553,ja,リング 2,15.948,1999-01-23,18686644.0,92.0,Ringu 2,5.7,209.0
25000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",293863.0,tt1655441,en,The Age of Adaline,13.9,2015-04-16,65663276.0,112.0,The Age of Adaline,7.4,4627.0
25000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",353069.0,tt4824302,en,Mother's Day,15.350999999999999,2016-04-28,48782670.0,118.0,Mother's Day,6.0,977.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",415749.0,tt5502946,en,Barbie: Star Light Adventure,15.850999999999999,2016-08-12,0.0,79.0,Barbie: Star Light Adventure,6.8,65.0
1000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",203834.0,tt2300975,en,Jessabelle,15.648,2014-11-07,23456897.0,90.0,Jessabelle,5.4,551.0
0.0,"[{'id': 18, 'name': 'Drama'}]",5460.0,tt0391891,en,Cruel Intentions 3,15.892999999999999,2004-05-25,0.0,85.0,Cruel Intentions 3,4.7,131.0
1500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",901.0,tt0021749,en,City Lights,19.642,1931-02-01,19181.0,87.0,City Lights,8.4,1274.0
55000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",13600.0,tt0970411,en,City of Ember,15.843,2008-10-07,17869048.0,90.0,City of Ember,6.3,1246.0
0.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",16390.0,tt1421378,en,Scooby-Doo! and the Samurai Sword,17.642,2009-04-07,0.0,74.0,Scooby-Doo! and the Samurai Sword,7.7,132.0
17900000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",9626.0,tt0089893,en,Red Sonja,15.889000000000001,1985-04-09,6948633.0,89.0,Red Sonja,5.3,497.0
50000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",10782.0,tt0264395,en,Basic,22.291,2003-04-18,42792561.0,98.0,Basic,6.5,639.0
45000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",9944.0,tt0107798,en,The Pelican Brief,22.291,1993-12-16,195268056.0,141.0,The Pelican Brief,6.5,913.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",7249.0,tt0471711,en,Futurama: Bender's Big Score,13.89,2007-11-27,0.0,88.0,Futurama: Bender's Big Score,7.4,419.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",100271.0,tt1853614,ja,ももへの手紙,22.092,2011-09-10,6748712.0,120.0,A Letter to Momo,7.5,223.0
13000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]",6951.0,tt0098536,en,Turner & Hooch,16.188,1989-07-28,71079915.0,100.0,Turner & Hooch,6.3,798.0
12000000.0,"[{'id': 28, 'name': 'Action'}]",24351.0,tt0783518,en,Flight of Fury,11.699000000000002,2007-02-20,0.0,98.0,Flight of Fury,4.2,52.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",19972.0,tt0055719,en,The 300 Spartans,15.038,1962-08-01,0.0,114.0,The 300 Spartans,6.3,80.0
53000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",4551.0,tt0377471,en,Be Cool,15.639000000000001,2005-03-04,95226116.0,118.0,Be Cool,5.4,603.0
0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",159117.0,tt2450186,en,V/H/S/2,13.140999999999998,2013-06-06,21833.0,95.0,V/H/S/2,6.1,592.0
27000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",10189.0,tt0910936,en,Pineapple Express,18.089000000000002,2008-08-06,101624843.0,112.0,Pineapple Express,6.6,2525.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",327418.0,tt4437640,en,Batman Unlimited: Animal Instincts,14.642999999999999,2015-05-12,0.0,78.0,Batman Unlimited: Animal Instincts,5.6,103.0
35000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",127493.0,tt1656186,en,Stolen,19.39,2012-09-06,2106557.0,96.0,Stolen,5.3,693.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",64678.0,tt1645080,en,The Art of Getting By,14.389000000000001,2011-06-17,1406224.0,83.0,The Art of Getting By,6.5,962.0
18000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9587.0,tt0110367,en,Little Women,15.835,1994-12-21,50083616.0,115.0,Little Women,7.3,771.0
12500000.0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",2440.0,tt0260991,ko,공동경비구역 JSA,15.386,2000-09-09,0.0,110.0,Joint Security Area,7.8,305.0
8000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",2239.0,tt0466816,en,Hallam Foe,13.987,2007-02-16,60641.0,95.0,Hallam Foe,6.6,95.0
13000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",3682.0,tt0120577,en,54,16.136,1998-08-28,16757163.0,106.0,54,5.7,304.0
16000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",639.0,tt0098635,en,When Harry Met Sally...,17.135,1989-01-12,92823546.0,96.0,When Harry Met Sally...,7.4,2630.0
30000000.0,"[{'id': 35, 'name': 'Comedy'}]",6439.0,tt0376105,en,Racing Stripes,16.136,2005-01-06,90754475.0,102.0,Racing Stripes,5.7,420.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",45139.0,tt0079368,en,Jesus,16.324,1979-10-19,0.0,117.0,Jesus,8.3,98.0
5000000.0,"[{'id': 37, 'name': 'Western'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10213.0,tt0120695,en,From Dusk Till Dawn 3: The Hangman's Daughter,17.885,1999-10-30,9617000.0,94.0,From Dusk Till Dawn 3: The Hangman's Daughter,4.7,194.0
0.0,"[{'id': 35, 'name': 'Comedy'}]",19824.0,tt1276434,en,Van Wilder: Freshman Year,14.637,2009-06-02,0.0,100.0,Van Wilder: Freshman Year,5.3,236.0
0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",14219.0,tt0461703,en,Skinwalkers,15.136,2006-03-20,0.0,110.0,Skinwalkers,4.6,153.0
0.0,"[{'id': 18, 'name': 'Drama'}]",576424.0,tt0236728,pt,Sexo doido,15.914000000000001,1986-09-23,0.0,0.0,Sexo doido,9.0,1.0
10000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",10706.0,tt0239641,en,Mimic 2,14.635,2001-07-17,0.0,82.0,Mimic 2,5.0,113.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",332169.0,tt4331400,ja,劇場版 ペルソナ3 第3章 Falling Down,12.751,2015-04-04,0.0,87.0,Persona 3 the Movie: #3 Falling Down,7.0,12.0
15000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",10323.0,tt0082186,en,Clash of the Titans,15.888,1981-06-12,41092328.0,118.0,Clash of the Titans,6.9,449.0
1200000.0,"[{'id': 878, 'name': 'Science Fiction'}]",828.0,tt0043456,en,The Day the Earth Stood Still,13.384,1951-09-28,0.0,92.0,The Day the Earth Stood Still,7.5,663.0
0.0,"[{'id': 35, 'name': 'Comedy'}]",355008.0,tt4181052,en,Special Correspondents,14.642999999999999,2016-04-22,0.0,100.0,Special Correspondents,5.7,305.0
20000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",133931.0,tt1488181,en,Zambezia,12.887,2012-06-05,0.0,83.0,Zambezia,5.8,170.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",12715.0,tt0091055,en,Firewalker,19.322,1986-11-21,11949484.0,104.0,Firewalker,5.4,98.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",245473.0,tt2762970,en,Cloud 9,17.887999999999998,2014-01-17,0.0,90.0,Cloud 9,6.8,357.0
50000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",11469.0,tt0265087,en,Black Knight,14.032,2001-11-21,33422806.0,95.0,Black Knight,5.3,733.0
0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}]",494974.0,tt7615302,en,Red Joan,10.652999999999999,2018-09-13,0.0,101.0,Red Joan,6.7,212.0
900000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",11134.0,tt0104558,cn,警察故事 III：超級警察,16.381,1992-07-04,20483423.0,95.0,Police Story 3: Super Cop,6.7,252.0
7000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",334527.0,tt3687310,en,Criminal Activities,20.389,2015-11-20,0.0,94.0,Criminal Activities,5.9,196.0
48000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11091.0,tt0200027,en,Riding in Cars with Boys,13.380999999999998,2001-10-19,35743308.0,132.0,Riding in Cars with Boys,6.5,279.0
