budget,genres,id,imdb_id,original_language,original_title,popularity,release_date,revenue,runtime,title,vote_average,vote_count
0.0,"[{'id': 10751, 'name': 'Family'}]",499338.0,tt4294970,en,I Believe,365.786,2017-11-07,0.0,90.0,I Believe,6.4,35.0
0.0,"[{'id': 35, 'name': 'Comedy'}]",660982.0,tt11771594,en,American Pie Presents: Girls' Rules,546.837,2020-10-06,0.0,95.0,American Pie Presents: Girls Rules,6.2,142.0
2600000.0,"[{'id': 28, 'name': 'Action'}]",734309.0,tt11769162,en,Santana,531.423,2020-08-28,0.0,106.0,Santana,5.5,154.0
0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",606234.0,tt6882604,en,Archive,500.191,2020-08-13,0.0,109.0,Archive,5.7,161.0
0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",671039.0,tt10127684,fr,Bronx,591.1469999999999,2020-10-30,0.0,116.0,Rogue City,6.4,134.0
0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",634244.0,tt5167200,en,Heavenquest: A Pilgrim's Progress,489.611,2020-07-13,0.0,91.0,Heavenquest: A Pilgrim's Progress,6.8,22.0
30000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",590223.0,tt2222042,en,Love and Monsters,476.381,2020-10-16,0.0,109.0,Love and Monsters,7.6,312.0
125000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}]",475430.0,tt3089630,en,Artemis Fowl,486.14300000000003,2020-06-12,0.0,95.0,Artemis Fowl,5.8,923.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",721656.0,tt12838958,en,Happy Halloween Scooby-Doo!,537.113,2020-10-06,0.0,76.0,Happy Halloween Scooby-Doo!,8.0,72.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",635237.0,tt7052270,en,Arthur & Merlin: Knights of Camelot,425.24,2020-05-28,0.0,91.0,Arthur & Merlin: Knights of Camelot,6.1,41.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",605116.0,tt7550000,en,Project Power,449.35,2020-08-14,0.0,113.0,Project Power,6.6,1555.0
0.0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",630566.0,tt6473066,en,Clouds,531.043,2020-10-09,0.0,121.0,Clouds,8.4,208.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",615665.0,tt9866072,en,Holidate,406.635,2020-10-28,0.0,104.0,Holidate,7.3,529.0
30000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",531499.0,tt8461224,en,The Tax Collector,492.096,2020-08-07,942666.0,95.0,The Tax Collector,6.0,171.0
3268650.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",438396.0,tt5827790,es,Orígenes secretos,444.51,2020-08-28,0.0,97.0,Unknown Origins,6.2,228.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",621870.0,tt10324122,en,Secret Society of Second Born Royals,390.51300000000003,2020-09-25,0.0,97.0,Secret Society of Second Born Royals,7.0,205.0
0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",613504.0,tt10362466,en,After We Collided,551.934,2020-09-02,0.0,105.0,After We Collided,7.4,1620.0
0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",722603.0,tt8134980,en,Battlefield 2025,394.269,2020-07-07,0.0,0.0,Battlefield 2025,5.8,78.0
8819200.0,"[{'id': 878, 'name': 'Science Fiction'}]",514207.0,tt8060328,ru,Вторжение,385.95300000000003,2020-01-01,32104054.0,129.0,Invasion,7.0,415.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",721452.0,tt12192190,en,One Night in Bangkok,406.336,2020-08-25,0.0,105.0,One Night in Bangkok,7.2,117.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",594328.0,tt1817232,en,Phineas and Ferb The Movie: Candace Against the Universe,391.491,2020-08-28,0.0,84.0,Phineas and Ferb The Movie: Candace Against the Universe,7.3,138.0
110000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",283366.0,tt1935859,en,Miss Peregrine's Home for Peculiar Children,306.289,2016-09-28,296482446.0,127.0,Miss Peregrine's Home for Peculiar Children,6.7,7527.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10402, 'name': 'Music'}]",446893.0,tt6587640,en,Trolls World Tour,365.17199999999997,2020-03-12,1946164.0,91.0,Trolls World Tour,7.6,1270.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",425001.0,tt4532038,en,The War with Grandpa,347.334,2020-08-27,8982106.0,94.0,The War with Grandpa,6.0,111.0
0.0,"[{'id': 27, 'name': 'Horror'}]",756278.0,tt13192570,en,Haunting of the Mary Celeste,380.659,2020-10-23,0.0,74.0,Haunting of the Mary Celeste,5.7,3.0
90000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",38700.0,tt1502397,en,Bad Boys for Life,406.281,2020-01-15,419074646.0,124.0,Bad Boys for Life,7.3,5494.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",726739.0,tt12745164,en,Cats & Dogs 3: Paws Unite,316.888,2020-10-02,0.0,84.0,Cats & Dogs 3: Paws Unite,6.5,94.0
0.0,"[{'id': 27, 'name': 'Horror'}]",595149.0,tt1830643,en,Death of Me,318.488,2020-10-02,0.0,95.0,Death of Me,5.6,45.0
85000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",454626.0,tt3794354,en,Sonic the Hedgehog,323.622,2020-02-12,306766470.0,99.0,Sonic the Hedgehog,7.5,6048.0
0.0,"[{'id': 53, 'name': 'Thriller'}]",509635.0,tt7711170,en,Alone,313.395,2020-09-10,0.0,98.0,Alone,6.2,95.0
75000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",495764.0,tt7713068,en,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),393.923,2020-02-05,201858461.0,109.0,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),7.2,6236.0
55000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",475557.0,tt7286456,en,Joker,332.89,2019-10-02,1074251311.0,122.0,Joker,8.2,15437.0
0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",603119.0,tt7149730,en,The Silencing,328.57199999999995,2020-07-18,0.0,93.0,The Silencing,6.6,156.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",493065.0,tt3547306,en,Cut Throat City,325.703,2020-07-31,0.0,123.0,Cut Throat City,6.0,21.0
50300000.0,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",516486.0,tt6048922,en,Greyhound,316.288,2020-07-10,0.0,91.0,Greyhound,7.4,1327.0
0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",746957.0,tt13118012,es,Ahí te encargo,304.95099999999996,2020-10-02,0.0,111.0,You've Got This,8.2,163.0
0.0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",385103.0,tt3152592,en,Scoob!,364.165,2020-07-08,9430580.0,94.0,Scoob!,7.4,850.0
0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",709642.0,tt10960976,en,Vampire Virus,364.051,2020-06-27,0.0,90.0,Vampire Virus,4.2,5.0
0.0,"[{'id': 35, 'name': 'Comedy'}]",732359.0,tt12882062,en,Sarah Cooper: Everything's Fine,262.824,2020-10-27,0.0,49.0,Sarah Cooper: Everything's Fine,5.8,6.0
150000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",330457.0,tt4520988,en,Frozen II,295.1,2019-11-20,1450026933.0,104.0,Frozen II,7.3,6375.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",592350.0,tt11107074,ja,僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング,349.659,2019-12-20,29900850.0,104.0,My Hero Academia: Heroes Rising,8.5,467.0
70000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",547016.0,tt7556122,en,The Old Guard,315.061,2020-07-10,0.0,124.0,The Old Guard,7.3,2272.0
67000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 12, 'name': 'Adventure'}]",340102.0,tt4682266,en,The New Mutants,480.274,2020-08-26,43724804.0,94.0,The New Mutants,6.3,518.0
0.0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10770, 'name': 'TV Movie'}]",671583.0,tt10833270,en,Upside-Down Magic,339.685,2020-07-31,0.0,96.0,Upside-Down Magic,7.9,49.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",692969.0,tt11284280,no,Kadaver,334.569,2020-10-22,0.0,86.0,Cadaver,5.5,169.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",489326.0,tt5715066,en,Mortal,274.936,2020-02-28,106270.0,104.0,Mortal,6.5,187.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",283566.0,tt2458948,ja,シン・エヴァンゲリオン劇場版:||,307.351,2021-01-23,0.0,0.0,Evangelion: 3.0+1.0 Thrice Upon a Time,0.0,0.0
0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",632618.0,tt10915060,es,Crímenes de familia,322.899,2020-08-20,0.0,99.0,The Crimes That Bind,6.5,121.0
0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",703134.0,tt7703924,en,Infamous,274.974,2020-06-12,0.0,100.0,Infamous,5.6,56.0
0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",611605.0,tt7541106,en,1BR,251.582,2020-11-26,0.0,90.0,1BR,0.0,0.0
42835740.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",611395.0,tt10508838,zh,征途,275.098,2020-07-21,0.0,110.0,Double World,6.8,129.0
79000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",474350.0,tt7349950,en,It Chapter Two,316.308,2019-09-04,473093228.0,169.0,It Chapter Two,6.9,5187.0
175000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",354912.0,tt2380307,en,Coco,256.108,2017-10-27,800526015.0,105.0,Coco,8.2,12693.0
200000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",508439.0,tt7146812,en,Onward,269.92900000000003,2020-02-29,103181419.0,102.0,Onward,7.9,3348.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",713825.0,tt12416066,en,Robot Riot,300.647,2020-06-12,0.0,79.0,Robot Riot,5.1,6.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",575774.0,tt8508734,en,His House,420.34,2020-01-27,0.0,93.0,His House,6.5,159.0
0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",711715.0,tt11629124,en,The Current Occupant,222.86700000000002,2020-07-17,0.0,86.0,The Current Occupant,6.5,9.0
0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",735110.0,tt12536776,es,Fuego negro,269.965,2020-08-21,0.0,81.0,Dark Forces,4.8,16.0
125000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",512200.0,tt7975244,en,Jumanji: The Next Level,257.069,2019-12-04,796575993.0,123.0,Jumanji: The Next Level,7.0,4951.0
42000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",338762.0,tt1634106,en,Bloodshot,252.532,2020-03-05,30234182.0,110.0,Bloodshot,6.9,3288.0
0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",664767.0,tt9580138,en,Mortal Kombat Legends: Scorpion's Revenge,288.401,2020-04-12,0.0,80.0,Mortal Kombat Legends: Scorpion's Revenge,8.4,647.0
0.0,"[{'id': 37, 'name': 'Western'}]",729648.0,tt11902980,en,The Dalton Gang,216.04,2020-05-05,0.0,0.0,The Dalton Gang,5.3,4.0
0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",601165.0,tt6834916,en,Legacy of Lies,250.455,2020-08-06,0.0,101.0,Legacy of Lies,6.0,94.0
0.0,"[{'id': 878, 'name': 'Science Fiction'}]",640882.0,tt9465600,en,3022,266.29,2019-11-22,0.0,90.0,3022,5.7,97.0
0.0,"[{'id': 27, 'name': 'Horror'}]",748224.0,tt11638714,en,Reaptown,218.31900000000002,2020-09-28,0.0,77.0,Reaptown,6.0,4.0
0.0,"[{'id': 27, 'name': 'Horror'}]",715658.0,tt7741388,en,The Scientist,211.166,2020-09-21,0.0,93.0,The Scientist,6.4,59.0
200000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",384018.0,tt6806448,en,Fast & Furious Presents: Hobbs & Shaw,261.255,2019-08-01,760098996.0,137.0,Fast & Furious Presents: Hobbs & Shaw,6.9,4305.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}]",738215.0,tt12767498,en,Barbie: Princess Adventure,231.365,2020-09-01,0.0,72.0,Barbie: Princess Adventure,7.8,81.0
65000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",545609.0,tt8936646,en,Extraction,256.067,2020-04-24,0.0,116.0,Extraction,7.4,3224.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",703771.0,tt12876132,en,Deathstroke: Knights & Dragons - The Movie,191.78400000000002,2020-08-04,0.0,87.0,Deathstroke: Knights & Dragons - The Movie,7.1,170.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",624779.0,tt9894470,en,VFW,356.691,2020-10-14,0.0,92.0,VFW,5.0,7.0
0.0,"[{'id': 27, 'name': 'Horror'}]",681019.0,tt11240506,pl,W lesie dziś nie zaśnie nikt,253.408,2020-03-13,0.0,102.0,Nobody Sleeps in the Woods Tonight,4.7,144.0
12400000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",413518.0,tt8333746,it,Pinocchio,197.11,2019-12-19,17133446.0,120.0,Pinocchio,6.7,764.0
100000000.0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",530915.0,tt8579674,en,1917,206.36900000000003,2019-12-25,374733942.0,119.0,1917,7.9,6880.0
0.0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}]",531876.0,tt3833480,en,The Outpost,197.74,2020-06-24,0.0,123.0,The Outpost,6.7,422.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",671145.0,tt4255196,en,Before the Fire,246.207,2020-03-14,0.0,92.0,Before the Fire,6.6,20.0
0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",616803.0,tt10081762,sv,Breaking Surface,184.168,2020-02-14,0.0,82.0,Breaking Surface,7.2,145.0
300000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",299536.0,tt4154756,en,Avengers: Infinity War,229.85,2018-04-25,2046239637.0,149.0,Avengers: Infinity War,8.3,20089.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",704630.0,tt11708140,en,ASYLUM: Twisted Horror and Fantasy Tales,173.84400000000002,2020-07-02,0.0,105.0,ASYLUM: Twisted Horror and Fantasy Tales,7.0,12.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",619592.0,tt10308928,en,Force of Nature,192.562,2020-07-02,215668.0,91.0,Force of Nature,5.2,145.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",709621.0,tt10126136,en,Tribal: Get Out Alive,184.655,2020-07-07,0.0,86.0,Tribal: Get Out Alive,3.6,7.0
260000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 16, 'name': 'Animation'}]",420818.0,tt6105098,en,The Lion King,182.649,2019-07-12,1656943394.0,118.0,The Lion King,7.2,7008.0
185000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",290859.0,tt6450804,en,Terminator: Dark Fate,199.17,2019-10-23,261119292.0,128.0,Terminator: Dark Fate,6.5,2967.0
0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",505379.0,tt2235695,en,Rebecca,226.831,2020-10-16,0.0,121.0,Rebecca,6.4,354.0
356000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",299534.0,tt4154796,en,Avengers: Endgame,226.56400000000002,2019-04-24,2797800564.0,181.0,Avengers: Endgame,8.3,15589.0
185000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",420809.0,tt4777008,en,Maleficent: Mistress of Evil,195.65599999999998,2019-10-16,491570967.0,118.0,Maleficent: Mistress of Evil,7.4,3817.0
500000.0,"[{'id': 99, 'name': 'Documentary'}]",440249.0,tt5168832,en,After Porn Ends 2,207.095,2017-03-28,0.0,90.0,After Porn Ends 2,5.1,122.0
0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",666750.0,tt9711106,en,Dragonheart: Vengeance,217.46200000000002,2020-02-04,0.0,97.0,Dragonheart: Vengeance,6.8,178.0
175000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",301528.0,tt1979376,en,Toy Story 4,181.13099999999997,2019-06-19,1073394593.0,100.0,Toy Story 4,7.6,6232.0
0.0,"[{'id': 27, 'name': 'Horror'}]",733491.0,tt8327630,en,They Live Inside Us,162.393,2020-10-06,0.0,103.0,They Live Inside Us,5.2,13.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",581387.0,tt11285908,ko,백두산,204.18599999999998,2019-12-19,0.0,128.0,Ashfall,6.8,129.0
90000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1422.0,tt0407887,en,The Departed,231.40200000000002,2006-10-05,291465034.0,151.0,The Departed,8.2,10336.0
55000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",458156.0,tt6146586,en,John Wick: Chapter 3 - Parabellum,211.34099999999998,2019-05-15,326709727.0,131.0,John Wick: Chapter 3 - Parabellum,7.4,5907.0
25000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",501979.0,tt1086064,en,Bill & Ted Face the Music,211.266,2020-08-27,0.0,92.0,Bill & Ted Face the Music,6.3,246.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",673595.0,tt11898442,en,Playdate with Destiny,206.361,2020-02-29,0.0,4.0,Playdate with Destiny,7.6,242.0
0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",532067.0,tt9239552,ja,この素晴らしい世界に祝福を！紅伝説,203.06799999999998,2019-08-30,0.0,90.0,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,8.5,178.0
0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 36, 'name': 'History'}, {'id': 14, 'name': 'Fantasy'}]",582306.0,tt8064418,en,Assassin 33 A.D.,205.285,2020-01-24,0.0,108.0,Assassin 33 A.D.,5.9,16.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",718867.0,tt12588448,en,The Larva Island Movie,185.546,2020-07-23,0.0,89.0,The Larva Island Movie,7.6,102.0
138000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",526973.0,tt1656177,en,Target Number One,179.386,2020-07-10,0.0,135.0,Target Number One,6.2,27.0
0.0,"[{'id': 35, 'name': 'Comedy'}]",594084.0,tt10054316,en,Guest House,145.0,2020-09-04,0.0,84.0,Guest House,5.9,17.0
0.0,"[{'id': 27, 'name': 'Horror'}]",87436.0,tt1935896,en,The ABCs of Death,163.69,2013-03-08,21660.0,123.0,The ABCs of Death,4.8,337.0
160000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",429617.0,tt6320628,en,Spider-Man: Far from Home,188.549,2019-06-28,1131927996.0,129.0,Spider-Man: Far from Home,7.6,8625.0
0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",667141.0,tt10309552,en,12 Hour Shift,160.102,2020-10-02,0.0,86.0,12 Hour Shift,5.0,72.0
100000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",420634.0,tt4281724,en,Terrifier,197.605,2016-10-15,0.0,84.0,Terrifier,6.3,303.0
205000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",577922.0,tt6723592,en,Tenet,194.267,2020-08-22,347100000.0,150.0,Tenet,7.5,2226.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",565840.0,tt7287680,en,The Immortal Wars: Resurgence,172.387,2019-12-13,0.0,112.0,The Immortal Wars: Resurgence,6.0,57.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",583083.0,tt9784456,en,The Kissing Booth 2,192.30200000000002,2020-07-24,0.0,132.0,The Kissing Booth 2,8.0,3609.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",737802.0,tt12721188,es,Se busca papá,159.35399999999998,2020-09-11,0.0,102.0,Dad Wanted,7.8,111.0
0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",621151.0,tt10736580,en,Spell,191.71599999999998,2020-10-30,0.0,91.0,Spell,6.9,19.0
2900000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}]",468816.0,tt7439064,en,The Rising Hawk,160.309,2019-10-10,0.0,110.0,The Rising Hawk,6.0,38.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",520763.0,tt8332922,en,A Quiet Place Part II,147.208,2021-04-21,0.0,97.0,A Quiet Place Part II,0.0,0.0
