,popularity,id,video,vote_count,vote_average,title,release_date,original_language,original_title,genre_ids,backdrop_path,adult,overview,poster_path
773,11.457,572164,False,63,7.4,EXIT,2019-07-31,ko,엑시트,"[28, 35]",/cxM5ifGuXvuqYM7B0cgrLw08F4R.jpg,False,"When an unknown toxic gas strikes Seoul in an unprecedented act of terror, Yong-nam has just met Eui-ju from college by chance at his mother's birthday banquet. The city falls under sudden noxious gas attack and together, they must escape the panic-stricken city.",/yt3vLjVqvZPRfpx3RUletHJVRVz.jpg
774,11.412,506410,False,6,5.2,We Take the Low Road,2019-05-23,en,We Take the Low Road,"[18, 37]",/2Q2hHOwwVm6speS081CQura0vau.jpg,False,"A Wiki-Leaks release illuminates the collusion amongst politicians and the medical industry that drives the cost of medical care to an unattainable price for the middle class. With the guilty parties' names and addresses being released, a vigilante movement springs up around the Untied States. After his father loses the battle with cancer, Mason, along with Thompson and Bobbi, seek violent justice and hope for riches along the way. A shotgun blast sparks a string of unintended consequences that leads the group down a dark road.",/qh8Ix2UUgz1cJZyEeIa4D8YKdcM.jpg
775,11.411,571234,False,7,6.8,The Lunnis and the Great Fairy Tale Adventures,2019-01-18,es,La Gran Aventura de Los Lunnis y el Libro Mágico,"[14, 10751]",/wGCrq5Nr9owkDPfrqSsagKdTDsj.jpg,False,"Imagination and the World of Fantasy are in danger. Mar, an eight-year-old little girl, who's an expert in stories and legends thanks to the books read to her every night by her grandfather, decides she has to try and save them. With the help of her friends, the Lunnis, they will embark on a magical adventure to stop them disappearing.",/vyIb9OAsOtH0FXTkUPeazWN1mUm.jpg
776,11.398,594696,False,19,7.0,Sailing Into Love,2019-05-18,en,Sailing Into Love,"[10749, 10770]",/jI1DKOB3iquDvDCLu3WeOyK1LeF.jpg,False,A biology teacher’s crusade to save a nearby island from development leads to unexpected romance with the handsome and mysterious young sea captain who is new to the seaside town of Willow Bay.,/3yhWjjtpmGOLwjn3XTiFDM8Kxq0.jpg
777,11.396,610596,False,15,7.3,ZZ Top: That Little Ol' Band From Texas,2019-06-01,en,ZZ Top: That Little Ol' Band From Texas,"[99, 10402]",/jxAocYhpSifNpNncZ7DEcAysMgs.jpg,False,"The story of how three oddball teenage bluesmen became one of the biggest, most beloved bands on the planet.",/7on5FoE6Ru5HJZRAImQVDdiedUe.jpg
778,11.382,691818,False,3,4.5,Once Again,2019-11-12,es,Una vez más,[10749],,False,"Abril left Daniel behind 5 years ago, when she decided to try her luck in London. She is back home now, to bury her grandmother. Walking the streets of what was her home with the man who was her love, she realizes she had missed it all.",/qNEnHXeYPFzRUndpyC2asRnK3ZK.jpg
779,11.364,626874,False,3,6.3,La Maravilla,2019-08-15,es,La Maravilla,"[35, 80]",/zltYXNW0U8hbTu7ifaIIcLqwaig.jpg,False,,/pIRia9ZqoGbzNRlJujsxnvg4mXW.jpg
780,11.355,585839,False,14,6.4,The Protector,2019-02-28,en,The Protector,[10749],/iAESLebJJ8Xe7MxXBNZKoY5vFt7.jpg,False,"After fighting hard to be independent and happy, heiress Camille Logan finds her life threatened as a result of one of her father’s business deals. Camille isn’t prepared for the length her father will go to protect her, or for the man he hires to do the job.",/fKyCT9i9jw3JhuXtUdinbuykKHN.jpg
781,11.309,595900,False,21,6.1,"Family Romance, LLC",2019-10-24,en,"Family Romance, LLC",[18],/xgPGE3uhADAgX7YYiNa23NZ8oY0.jpg,False,"Love is a business at Family Romance, a company that rents human stand-ins for any occasion. Founder Yuichi Ishii helps make his clients’ dreams come true. But when the mother of 12-year-old Mahiro hires Ishii to impersonate her missing father, the line between acting and reality threatens to blur.",/igtALo7638WulIIdBSQetdjFGWN.jpg
782,11.295,510284,False,56,5.6,Braid,2019-01-10,en,Braid,"[27, 9648, 53]",/4r5VNECSVB4hVdZdTxdwIdc9R1j.jpg,False,"Two drug dealers on the lam seek refuge inside their mentally unstable friend’s mansion. But in order to stay, they have to participate in her elaborate, and increasingly dangerous, game of permanent make-believe.",/sp8dzGdwBh3cDU8ygyjtoejfZzI.jpg
783,11.294,500656,False,51,6.3,A Good Woman Is Hard to Find,2019-10-25,en,A Good Woman Is Hard to Find,"[53, 80]",/yDlPNd8M2Mw8WrwjmMI5rmoMTIE.jpg,False,"The recently widowed mother of two, Sarah, is desperate to know who murdered her husband in front of her young son, rendering him mute. Coerced into helping a low-life drug dealer stash narcotics stolen from the local Mr. Big, she's forced into taking drastic action to protect her children, evolving from downtrodden submissive to take-charge vigilante.",/xW9lYcdbVvna9MSnj6e2C1AcRhk.jpg
784,11.255,515724,False,38,6.7,Semper Fi,2019-10-04,en,Semper Fi,"[28, 18]",/h8mTKtMGseBQhgYZkByV95N8ak0.jpg,False,"Cal is a dedicated cop who also serves as a sergeant in the Marine Corps Reserve. When his reckless half brother lands in jail for accidentally killing a man, Cal and his buddies hatch a plan to break him out of prison -- no matter what the cost.",/7OEnUJemQZuKFyxXYlmRznoUemX.jpg
785,11.254,626285,False,14,7.5,A Christmas Wish,2019-11-28,en,A Christmas Wish,"[10749, 10770]",/xGH5Kp6Vphx14FG4x8rANX4SEE4.jpg,False,"Every December in the small town of Ponchatoula, Louisiana a wooden wishing box is placed in the park as a Christmas tradition. After a night out together, Maddie encourages her sister Faith to put a wish in the box - a wish to experience true love for the first time. Faith and Maddie are surprised the next day when she meets the very handsome and eligible Andrew. As Christmas nears, Faith begins to wonder if Andrew is really perfect for her, or if the wish is leading her to her best friend, Wyatt.",/bLMbRhRZwWQ37ku2Ca9yV2ALhJy.jpg
786,11.225,582623,False,13,7.0,Chronicle Mysteries: Recovered,2019-02-17,en,Chronicle Mysteries: Recovered,"[9648, 80, 10770]",/fsk85AMr3j5scWAp2Iv78Cwtl8M.jpg,False,"Alex McPherson returns to the small town in Pennsylvania where she spent her summers as a girl to record the next episode of her true crime podcast, about the disappearance of a childhood friend 20 years prior. However, after teaming up with the local newspaper editor, who reluctantly agrees to help her retrace the girl’s last steps, Alex not only uncovers the shocking truth behind the girl’s disappearance, but also a decades-old murder and its cover-up.",/vVm9D9NYgfJvF4Syt3HF7BYxuT8.jpg
787,11.217,447034,False,67,6.5,Vita & Virginia,2019-05-02,en,Vita & Virginia,"[18, 10749]",/fSOx3U1EUhJ3I4QnbldBwyqxEkw.jpg,False,"Socialite Vita Sackville-West and literary icon Virginia Woolf run in different circles in 1920s London. Despite the odds, the magnetic Vita and the beguiling Virginia forge an unconventional affair, set against the backdrop of their own strikingly contemporary marriages; which inspired one of Woolf's most iconic novels, 'Orlando'.",/kNsMRldqZgsinyFjwNn1UzC0iln.jpg
788,11.204,541572,False,34,7.8,The Elephant Queen,2019-10-18,en,The Elephant Queen,"[99, 10751]",/hOGyG78jlEgTKE7csCLmyZvJojY.jpg,False,"Join Athena, the majestic matriarch, as she leads her elephant herd across an unforgiving African landscape.",/cX3fl80NMXILgmsy0blU9ir6sy1.jpg
789,11.162,520900,False,114,6.8,The Personal History of David Copperfield,2019-11-07,en,The Personal History of David Copperfield,"[35, 18]",/udMUwcH9UBxwjvpRD3f0ExEJq89.jpg,False,"A fresh and distinctive take on Charles Dickens’ semi-autobiographical masterpiece, The Personal History of David Copperfield, set in the 1840s, chronicles the life of its iconic title character as he navigates a chaotic world to find his elusive place within it. From his unhappy childhood to the discovery of his gift as a storyteller and writer, David’s journey is by turns hilarious and tragic, but always full of life, colour and humanity.",/2epgo9k2Jrs7qrTL1Rork1mDSKT.jpg
790,11.159,570192,False,22,6.9,A Winter Princess,2019-01-18,en,A Winter Princess,"[10749, 10770]",/pWgf4lGN7xp078KudXk1yJy2l9V.jpg,False,"When Carly, secretly a princess, plans Snowden Peak’s Snow Ball with Jesse, their attraction is undeniable. In planning the event, the two make the gala a fundraiser to help infuse much needed resources into the resort. But without a celebrity draw, investors aren’t interested, and Snowden Peak is put up for sale. Will Carly allow her royal identity to be exposed to save the resort?",/srLvqEJIr2uaV0eIhZkZwZxsZH8.jpg
791,11.155,515357,False,11,7.0,Tremors,2019-05-01,es,Temblores,[18],/ommcTnTP9qJT8FLyDzMCJZYU5Vl.jpg,False,"A family man torn between the love for his family, the boundaries of religion and the freedom to choose whom to love.",/6OAt4SFuhlV3BVMLWx4KY4BGTN2.jpg
792,11.154,565276,False,17,6.6,"Love, Antosha",2019-08-02,en,"Love, Antosha",[99],/271s2hYoC5gqkR3E2f9BTYz8Bjv.jpg,False,"From a prolific career in film and television, Anton Yelchin left an indelible legacy as an actor. Through his journals and other writings, his photography, the original music he wrote, and interviews with his family, friends, and colleagues, this film looks not just at Anton's impressive career, but at a broader portrait of the man.",/AntNP1sX7qKBT7hSYM4248RKMaL.jpg
793,11.152,603945,False,3,7.3,La Llorona Curse,2019-04-08,en,La Llorona Curse,[27],/2loHXVCbKRcZpUbMrAMovN20dfo.jpg,False,"A paranormal television show crew investigates a home where alleged paranormal sightings of La Llorona (The Crying Woman) have occurred. Soon, the group finds themselves in a life or death fight as one of the world's oldest urban legends comes to life before their eyes.",/5TlQSWf9sdiWstDyUsBBsqwbwmP.jpg
794,11.14,601313,False,17,6.8,I Am Durán,2019-06-03,en,I Am Durán,[99],/rxgJV61io6WMb4duwVd41zZKrHj.jpg,False,"The story of four-time World Champion Panamanian boxer Roberto Durán. A one man wrecking-ball who took on the world, transcended his sport and helped inspire a nation to rise up against its CIA funded dictator to achieve independence. From his days shining shoes on the street, to packing out arenas across the world, this is the story of modern Panama and its most celebrated child.",/5Za2EcNL3IqQLXpuToheg8UdfDK.jpg
795,11.134,548544,False,155,8.1,Invisible Life,2019-08-30,pt,A Vida Invisível,[18],/34Syjx9Slmvp4Czj0mjs02TH9Zk.jpg,False,"Rio de Janeiro, Brazil, 1950. In the conservative home of the Gusmão family, Eurídice and Guida are two inseparable sisters who support each other. While Guida can share with her younger sister the details of her romantic adventures, Eurídice finds in her older sister the encouragement she needs to pursue her dream of becoming a professional pianist.",/dHmy5vHcEfeBfy72sWxAdeSBLmn.jpg
796,11.122,643441,False,2,3.5,Cara x Jagger,2019-11-06,en,Cara x Jagger,[],,False,Cara X Jagger is an unforgettable love story centered on a pair of young lovers who are faced with the most unlikely dilemma that could potentially make or break their relationship. Cara is doing everything in her power to forget a painful event that ruined her relationship with Jagger while Jagger is fighting to remember his life after he lost his memory due to a terrible accident.,/vpJ26YFHNiG6284nDhwD6zoIg0Z.jpg
797,11.113,570480,False,24,5.8,Trouble,2019-01-11,en,Trouble,"[16, 35, 10751]",/oIEvrrrjJYI4ZVmv5pTrWLCVjFv.jpg,False,"A pampered dog named Trouble must learn to live in the real world, while trying to escape from his former owner's greedy children.",/yfTXk9T3iNxuOcnA72AirzueLxL.jpg
798,11.105,477018,False,195,6.8,The Translators,2019-12-20,fr,Les Traducteurs,"[9648, 53]",/uaC1Swfs1fo7Y9fV1iRHzLdhFHo.jpg,False,"Nine translators have been picked by a ruthless publisher and locked in a luxury bunker to translate the highly anticipated book of a famous author in record time. Although the translators are confined to prevent any kind of leak because of the high financial stakes, a crisis erupts when someone posts the first 10 pages of the novel online and blackmails the publisher to pay 5 million euros. A hunt for the culprit inside the bunker unfolds.",/8A6qALzfMxgj51ly8KyTCZfXutG.jpg
799,11.057,586707,False,59,5.9,Life Like,2019-05-14,en,Life Like,"[878, 53]",/qIKjPZ4EvK8mQh4IUHwgLT2Imtc.jpg,False,"An idealistic attractive young couple acquires a stunning, life-like robot for guilt free help, but as the three grow closer, their perception of humanity will be altered forever.",/uOVGbT6TR8qiZiruX66yBRXq9Nv.jpg
800,11.045,609418,False,3,6.0,The Angel of Auschwitz,2019-07-01,en,The Angel of Auschwitz,[18],/sLfnTGpqEIDEmlbJEeEr4pP7eM4.jpg,False,"This is a tale of how the angel of life was confronted by the angel of death. Set in Auschwitz Birkenau, 1944.",/aj43OWxhooMNZNafn7mKNXrPDTR.jpg
801,11.034,732170,False,0,0.0,The Case of Chris Watts,2019-01-17,en,The Case of Chris Watts,[],,False,"""I called her 3 times ...""",/70eqMj0XwQgZyxjtufoWmE2Rtkv.jpg
802,11.018,570661,False,137,7.6,The Collini Case,2019-04-18,de,Der Fall Collini,"[53, 18, 80]",/w8vRqyrrUiNKeyMy8zO8mLm1Cpy.jpg,False,A young lawyer stumbles upon a vast conspiracy while investigating a brutal murder case.,/4L5w3ntggQyKaBvqU0lFPSO5JpU.jpg
803,11.009,433499,False,58,6.2,Finding Steve McQueen,2019-03-15,en,Finding Steve McQueen,"[80, 10749]",/voFUDCuXSGiZvV0esx6uQqWBH8h.jpg,False,"In 1972, a gang of close-knit thieves from Youngstown, Ohio attempt to steal $30 million in illegal contributions. Based on the true story of the biggest bank heist in US history.",/uhmNHWTVniHHYKTsWSvSir19K1z.jpg
804,11.0,569982,False,13,7.1,Mr. 365,2019-11-06,en,Mr. 365,"[10749, 10770]",/fXaYFlEQt531D5bQJYjy1BqvjwQ.jpg,False,"When workaholic reality TV producer Sophie starts working on a holiday-season show about Will, a wildly sexy guy who celebrates Christmas every day of the year, she finds herself falling for her mysterious, unlikely new star, renewing her long-lost faith in Xmas in the process.",/2dKEhn6fgWJELr3IZP1KpEixDY2.jpg
805,10.985,583722,False,23,6.0,Just Add Romance,2019-03-02,en,Just Add Romance,"[10749, 10770]",/isvHZEzGHCqOtmS3KL28dZcG7AD.jpg,False,"When Carly and Jason, exact opposites, compete on a famed cooking show for the chance at their own restaurant, what will matter more – their culinary careers or their potential love?",/hadnEz3JSDgmBVqVrOcdRSIOatY.jpg
806,10.978,575138,False,10,6.1,The New King of Comedy,2019-02-05,zh,新喜剧之王,[35],/iK3DZOQ6y7BFSBTex6dzM73NCOR.jpg,False,A young woman strives to pursue the actors' dream despite being an extra and stand-in.,/wc2VgNh2l0PpprMd543jMX4C3hw.jpg
807,10.962,594025,False,2,7.0,Life In Common,2019-04-07,es,La vida en común,[99],/fStlbJpznqNaiU3tF6jTzCmjkkT.jpg,False,"A puma stalks Pueblo Nación Ranquel, an indigenous community in the North of Argentina. Hunting is a rite of passage, and the older boys want to kill the puma. But Uriel chooses a different path.",/yVqN251ot6uBR1E2oHKnSoEsDMC.jpg
808,10.951,589540,False,21,7.5,Spider,2019-08-15,es,Araña,"[18, 80, 53]",/8iSKpbQZdwoKylNw5Wn59gTLFlx.jpg,False,Three friends are part of a fascist opposition group in the chaotic Chile of the early 70's and together commit a political crime that changes the history of the country and incidentally involves them in a betrayal that separates them forever.,/2HhUCxEj07NUP2VagllIbvW5sf2.jpg
809,10.94,426249,False,176,6.5,Lords of Chaos,2019-02-08,en,Lords of Chaos,"[18, 27, 10402]",/oaDTXNmyqeNEEBat3h4ijiu27jv.jpg,False,A teenager's quest to launch Norwegian Black Metal in Oslo in the 1990s results in a very violent outcome.,/y2eOIfQw2lLZov6aJZ3xpPjnRHH.jpg
810,10.921,537681,False,120,7.5,Giant Little Ones,2019-03-15,en,Giant Little Ones,[18],/rlpH7Npia3MC0WDzwpkNFCSfGwJ.jpg,False,"Two popular teen boys, best friends since childhood, discover their lives, families, and girlfriends dramatically upended after an unexpected incident occurs on the night of a 17th birthday party.",/j4U3nFK1JcvfCm9SyBta2g0eTwU.jpg
811,10.912,571055,False,58,6.9,Down,2019-02-01,en,Down,"[27, 10770]",/xYKN8oX5D9QRLziLk2KYbZHF7Pu.jpg,False,"A pair of coworkers gets trapped in an elevator over a long weekend, but what at first promises to be a romantic connection turns nefarious as each party begins to reveal who they truly are.",/tWD5FXfXTRcYzXZLq0bg8hxmQrs.jpg
812,10.882,542830,False,486,6.9,Little White Lies 2,2019-05-01,fr,Nous finirons ensemble,"[35, 18]",/8YQNMRm5gPAtdj5CTqYjfbRI4Zw.jpg,False,"The result of the small handkerchiefs ""Petits mouchoirs"", 7 years later. The band, which erupted, is found on the occasion of the anniversary surprise organized for Max.",/xS1863lQOAS3EkkEWkFENMI6bdY.jpg
813,10.88,492449,False,124,6.7,Killerman,2019-08-08,en,Killerman,"[28, 53]",/QY3lXnLC6lWUG6PERfhjHv77SI.jpg,False,"A New York City money launderer desperately searches for answers after waking up with no memory, millions in stolen cash and drugs, and an insane crew of dirty cops violently hunting him down.",/wWpbW893AGmSBbFdACjY0xllw7D.jpg
814,10.862,644613,False,50,6.8,Tomiris,2019-10-01,ru,Tomiris,"[18, 36]",/fotHRaRopqyftgY86OISlQZtImv.jpg,False,"This is the story of the life of the great queen of of the steppe - legendary Tomiris. She is destined to become a skillful warrior, survive the loss of close people and unite the Scythian/Saka tribes under her authority.",/kQXOuv1niPY5LWErXZoEOGWcZJd.jpg
815,10.858,572468,False,35,6.8,Impetigore,2019-10-17,id,Perempuan Tanah Jahanam,"[27, 53, 9648]",/4JOCooFc5M8w4EoSn3o8hZcKdyO.jpg,False,"A woman inherits a house in her ancestral village, but she's unaware that members of the community have been trying to locate and kill her to remove the curse that has plagued them for years.",/dku2KnAPALsi69MnvTV7cXrylWm.jpg
816,10.856,592136,False,75,6.9,Kevin Hart: Irresponsible,2019-04-02,en,Kevin Hart: Irresponsible,[35],/gbmfGSbQo4bWp6vF8f5cRtOE0mB.jpg,False,"Stand-up comedian Kevin Hart talks about his family, travel and a year full of reckless behavior in front of a live sold-out crowd in London.",/fpFsj2IQekSi9cjOlRyBiIoLBY4.jpg
817,10.849,547066,False,29,5.7,The Shamer's Daughter II: The Serpent Gift,2019-01-24,da,Skammerens Datter II: Slangens Gave,"[12, 14]",/tzNbo6hymKypA57D8nRHY7TpbK0.jpg,False,"The Shamer's Daughter, Dina, with the magical power of compelling people to admit their most secret shame, must save her family with her newly found father. But he is a Blackmaster, with the power to make people see and believe things that aren't true, so Dina must deal with having inherited this horrible power, while forging a relationship with a father she fears and mistrusts.",/zQXYZW4hTZyBBr8gS1CJ4CdDxAq.jpg
818,10.839,614488,False,226,7.2,Street Flow,2019-10-12,fr,Banlieusards,"[80, 18]",/jH1f7VaYtMCyqgJRoG7lCg8krxO.jpg,False,"Noumouké, from the suburb of Paris, is about to decide which brother's foot steps to follow - the lawyer student Soulaymaan or the gangster Demba.",/fOx4CTq9OM1CvcN3INfoDK0cw7l.jpg
819,10.824,547539,False,176,6.5,Sweetheart,2019-03-13,fr,Mon bébé,"[35, 18]",/iGdytV8JsGIkEF7SWIdtYsiG8mC.jpg,False,"A working woman, mother a three children, realizes that, when her youngest one is about to go to Canada to continue her education, she will end up out of her most precious goal, being a mother.",/mYK4DAFJ4PMLXxFyMPwo32xdUGe.jpg
820,10.818,517024,False,91,5.2,Break,2019-02-14,ru,Otryv,[53],/sEXO8VGcVrXbXYXOtKlFqsBhnba.jpg,False,"The company of three guys and two girls makes their way to the old funicular to have an unforgettable New Year’s Eve celebration at the top of the mountain. A fun adventure turns into a nightmare when the funicular stops over the abyss. Coldness, height and fear of a slow death make them reveal their true essence and get in a fight with each other.",/66OBBkqi9v5txzDPLzGULqVeB30.jpg
821,10.812,657148,False,9,5.7,"Live in Front of a Studio Audience: ""All in the Family"" and ""Good Times""",2019-12-18,en,"Live in Front of a Studio Audience: ""All in the Family"" and ""Good Times""","[35, 10751, 10770]",,False,"Live performances of classic holiday-themed episodes from Norman Lear's hit shows ""All in the Family"" and ""Good Times.""",/rKtrw3q87sAwGxQD3r206sLzZ3.jpg
822,10.807,589745,False,9,6.7,Isadora's Children,2019-11-20,fr,Les enfants d'Isadora,[18],/lTy8vCzrnz2rT31JMGSqq2gOHlD.jpg,False,"Following the death of her two children, Isadora Duncan created the solo Mother in which a mother cradles her child in a moment of extreme tenderness, then lets it go. A century later, four women encounter this heart-rending dance.",/wnejukO7o7FHogujwp2AotJVMfy.jpg
823,10.794,555801,False,15,5.2,My Best Friend's Wedding,2019-02-14,es,La boda de mi mejor amigo,"[35, 10749]",/h3TamvvFx02hAEwj14c0BBXfCwF.jpg,False,"A woman is determined to stop the wedding of her best friend, since she has been secretly in love with him.",/cGeT2u8jCWhIVIB5eZUExbgSoPr.jpg
824,10.79,643844,False,1,8.0,Bohemian Rhapsody La vraie histoire de Queen,2019-10-29,fr,Bohemian Rhapsody La vraie histoire de Queen,[99],/ddyhEduW8HnFWt7lmsm1aNUtYqv.jpg,False,,/2iduFT4zglXodYWeLC3KT4qnx2k.jpg
825,10.774,569814,False,239,6.1,Rebels,2019-03-13,fr,Rebelles,[35],/xAoaI4G0cpIczFofuSfjsReVbuz.jpg,False,"Sandra, a young woman forced to leave the south of France to flee a violent husband. Without attachment, she returned to Boulogne-sur-Mer, the city of her childhood which she left almost 15 years ago. She finds her mother there and a world she left behind. Without money, she is hired in a fish cannery where she befriends two workers. But one day, one of her colleagues tackles her insistently, she defends herself and kills him accidentally.",/gqzP89ceaMH12yczBNeVUDckuMA.jpg
826,10.741,588709,False,7,8.1,Faustina: Love and Mercy,2019-03-29,pl,Miłość i Miłosierdzie,"[99, 18]",/vq29fFWn8Tk9zNqqDVMALK2DPJ0.jpg,False,"Docudrama tracing the life of Saint Faustina Kowalska, whose visions of Jesus Christ inspired the Roman Catholic devotion to the Divine Mercy and earned her the title of ""Apostle of Divine Mercy"".",/j8pqRHRrCqcpj7bwkcPQwygJ4b8.jpg
827,10.735,547388,False,186,6.1,New Biz in the Hood,2019-02-27,fr,Jusqu'ici tout va bien,"[35, 18]",/5w6edKJwuhMc9NAcHOsNsKvjlNC.jpg,False,"Fred Bartel is the charismatic boss of a trendy Parisian communication agency, Happy Few. After a heated tax audit, he was forced by the administration to relocate overnight his company in La Courneuve. Fred and his team meet Samy, a young suburb who will quickly propose to teach them the rules and practices to adopt in this new environment.",/27QHJCNRRjyZGmvvCEDRlVx3435.jpg
828,10.708,600836,False,59,6.2,Project Ithaca,2019-06-07,en,Project Ithaca,"[878, 53]",/y1WIEyWYN6djFv4ebIx3gKWuJyw.jpg,False,Five strangers awaken to find themselves trapped aboard an alien spaceship that seems to be harnessing their terror to power the ship. They begin to understand that these species have been abducting humans for decades and possibly centuries.,/b1ku6nZmy3XEtPWA3HnrQ4zuJRk.jpg
829,10.677,575222,False,14,7.7,Doraemon: Nobita's Chronicle of the Moon Exploration,2019-03-01,ja,映画ドラえもん のび太の月面探査記,"[16, 12]",/oEqxT6hA2w8WpYRLmD1pJOS9rww.jpg,False,"During a Japanese robotic exploration to find life on the other side of the moon, Nobita is watching from Earth and sees the moon turn yellow. With the help of Doraemon, the pair travel to the moon and create bunnies that will build their own colony. After he returns, Nobita tells his class about their adventure but no one will believe him. That is until a new student and his sister arrive who appear to come from a very far away place...",/dGfyZHsyDa4Ukg3bbABjgy0vckQ.jpg
830,10.669,639254,False,26,7.9,Crossword Mysteries: Proposing Murder,2019-10-13,en,Crossword Mysteries: Proposing Murder,"[9648, 10770]",/fcBTLzJc78mteFIlupRdoaJrIbm.jpg,False,"When an old friend of New York Sentinel Crosswords editor Tess Harper is found murdered on the very day her puzzle includes his proposal of marriage, Tess unofficially teams up with Detective Logan O’Connor to find the killer.",/kFXJGXlB8OWz0CMW2Oy8oNUU9FV.jpg
831,10.63,547009,False,38,6.1,Greener Grass,2019-10-17,en,Greener Grass,[35],/cRH9usral8kduo0UmucrEoMFarm.jpg,False,Suburban soccer moms find themselves constantly competing against each other in their personal lives as their kids settle their differences on the field.,/fCCGgEaEGptAbsjA7APCJu7jh2l.jpg
832,10.627,567646,False,76,7.1,Extreme Job,2019-01-23,ko,극한직업,"[28, 35, 80]",/hn7oqr6RVqr3u6dcGoPRPi4jj1m.jpg,False,"A drug squad attempts to take down a criminal organization and they must go undercover to do so, so they begin working at a chicken restaurant, that becomes famous for its delicious chicken. Due to the unexpected popularity, the detectives find themselves in a situation they never expected.",/x74VQTLwFs2MLHSg2LNufhX8lVg.jpg
833,10.618,474214,False,54,4.9,Trading Paint,2019-02-22,en,Trading Paint,"[28, 18, 53]",/gVnpFGCyHixOtjUEJ5xbEYzfTZ3.jpg,False,"A stock car racing legend is drawn back to the dirt track when his son, an aspiring driver, joins a rival racing team.",/yV9G1nO6YxEWzXblqMUFoS19R9v.jpg
834,10.615,583029,False,150,6.1,Ordinary Happiness,2019-03-14,it,Momenti di trascurabile felicità,[35],/lxTyZuQjUDna5p6sr5U2PoXOZui.jpg,False,"After a deadly accident, Paolo comes back on Earth just 92 minutes more, thanks to a calculation error made in a paradise office.",/8N5J8hqMMxVDukhN9A3UNKdJXk0.jpg
835,10.597,589367,False,33,6.9,Trixie Mattel: Moving Parts,2019-04-25,en,Trixie Mattel: Moving Parts,[99],/7iN0iy9DSGONckvI27hNaz2h6r8.jpg,False,Trixie charmed audiences and judges as winner of RuPaul's Drag Race All Stars. But the grind of performing and the pressure of the title proves that heavy is the head that wears the tiara.,/dRP8bHtrV2lTITjSpFKptuqR2Gq.jpg
836,10.593,492613,False,45,6.2,The Parts You Lose,2019-03-14,en,The Parts You Lose,"[28, 18, 53]",/9b6gzDq3B0TrWxt0lwG5xrfjhyA.jpg,False,"An unlikely friendship unfolds between a young deaf boy, Wesley, and a fugitive criminal who takes refuge in an abandoned barn on the family’s rural North Dakota farm.",/mnlxl7Vp5Y711rAe14gMlEfKbvn.jpg
837,10.562,578814,False,144,6.9,Tomorrow's a New Day,2019-02-28,it,Domani è un altro giorno,[18],/jAizhcxmFxYuzdv4QMLJF44Opme.jpg,False,"When theatre actor Giuliano receives an unexpected visit from his childhood friend Tommasso, the encounter is bittersweet. This reunion is their ﬁrst meeting in many years, triggered by Giuliano’s failing health and his decision to forgo treatment. Instead he is focussed on putting his affairs in order: distributing possessions, reconciling past disputes, and, most importantly, ﬁnding a home for his beloved canine, Pato. Over four days, the two men walk the streets of Rome, visiting bookshops, restaurants, veterinarians and friends, examining their lives and speculating on what the future holds.",/62WR6Oxe7DmNoPF2wluWAwHdYp3.jpg
838,10.561,533984,False,26,5.8,Get Her... If You Can,2019-03-29,es,¿Qué te juegas?,[35],/le6UEyWwcQTMNSb2QAGs9Jj71m6.jpg,False,"Roberto (Rey) and Daniela (Salamanca) are two brothers who live in a world of wealth and glamor thanks to the shipping company they inherited from their father. Both share the direction of the company, although they have a completely opposite attitude to life: Daniela is thorough and perfectionist; Roberto, on the other hand, is a visionary genius who hates the meticulousness of his sister. However, both find the way out of their disagreements when they fall in love with the same woman: Isabel (Dolera), a monologist who Roberto has hired to seduce Daniela and so be as fun as she was before taking the address of the company.",/qNrwkSvY9Nvurq4XrFHl3b9uogP.jpg
839,10.54,596870,False,27,7.1,"A White, White Day",2019-07-25,is,"Hvítur, Hvítur Dagur",[18],/sENDBjHNErYPo1S4MQgOGVnQDpW.jpg,False,"In a remote Icelandic town, an off duty police chief begins to suspect a local man to have had an affair with his wife, who has recently died in a car accident. Gradually his obsession for finding out the truth accumulates and inevitably begins to endanger himself and his loved ones. A story of grief, revenge and unconditional love.",/vsx5tFeL3UuWa5ITqu6l8uLc7q5.jpg
840,10.538,614817,False,20,3.8,Capsized: Blood in the Water,2019-07-31,en,Capsized: Blood in the Water,"[18, 10770, 53]",/ard57bSsDlLiGwAeTKr0OEZT0E7.jpg,False,"Based on the harrowing true story of an October 1982 shark encounter. After a yacht bound for Florida capsizes during an unexpected storm, its crew is left to drift for days in the chilling waters of the Atlantic where they become prey to a group of tiger sharks. With the hope of rescue dwindling, the crew must do everything in their power to survive as the sharks continue to hunt them.",/qUzbjq1LHoJZoPa2F0LVidBLX1F.jpg
841,10.536,513432,False,68,6.8,Only You,2019-07-12,en,Only You,"[18, 10749]",/2jKpJ5vb7Jh5uCnmHIvIqlnL2gg.jpg,False,A madly-in-love young couple's relationship begins to suffer when they struggle to conceive a child.,/tcPzwXI898hkXYj2EBHIZpaFeoy.jpg
