,popularity,id,video,vote_count,vote_average,title,release_date,original_language,original_title,genre_ids,backdrop_path,adult,overview,poster_path
842,10.534,624932,False,138,7.8,Dave Chappelle: Sticks & Stones,2019-08-26,en,Dave Chappelle: Sticks & Stones,[35],/qs4YtPoCTLiv9V2w8oaAOAliF6W.jpg,False,"Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in this defiant stand-up special.",/hsyPTPoFDhUw5aGcj7dxAx3i1Qp.jpg
843,10.53,586599,False,11,6.3,Mi amigo Alexis,2019-05-30,es,Mi amigo Alexis,"[10751, 35, 18]",/w6CL3IAiFPMnSAolfZxmqUdUwqO.jpg,False,"When a young soccer fan and his idol forge an unexpected friendship, the connection teaches them both lessons about life and their love of the game.",/iSo0NoWvTtZf9S9PrfUo3kWI0Xa.jpg
844,10.525,693359,False,3,7.7,The House of Flowers Presents: The Funeral,2019-11-01,es,La Casa de las Flores: El funeral,[],,False,"The de la Mora family, their friends, acquaintances, and rivals gather for the funeral of Virginia de la Mora.",/eDUU1r7pFCbBuuGwRv2X4z0BqGX.jpg
845,10.524,643236,False,56,4.9,Meet the Malawas,2019-12-25,fr,Rendez-vous chez les Malawas,[35],/o6gF68CZ2N7hoE4wkvpX1oLqcBk.jpg,False,"A news anchor, a comedian, an actress, and a soccer player with big egos have to travel across the globe to meet the Malawa tribe for a TV show.",/lxJqMW8nU0Hex259NkaoyyOru7P.jpg
846,10.524,581310,False,21,6.7,Flip That Romance,2019-03-16,en,Flip That Romance,"[10749, 10770]",/uzofwiRmSL9TxJTiJR8uVkfHTPV.jpg,False,"Rival house flippers, Jules Briggs and Lance Waddell, renovate dual sides of a duplex and rekindle an old romance.",/g82ETVLuFCE8JwitEuQmP0jrMUx.jpg
847,10.521,537476,False,37,5.0,I Trapped the Devil,2019-04-26,en,I Trapped the Devil,[27],/gxSMmT42wcJJpfuo5wGc7Xc0et1.jpg,False,"A man descends into paranoia after trapping what he believes to be the devil in his basement, but things take a dark turn when his family unexpectedly arrive for Christmas.",/95ioOrJWlUTKskXpGLDlOpahu8.jpg
848,10.508,590102,False,13,7.2,Love Takes Flight,2019-04-27,en,Love Takes Flight,"[10749, 10770]",/lnFkyyTOYk2STRdJjUimKPUE8QS.jpg,False,A workaholic hospital director is forced to re-examine her rigid lifestyle when a free-wheeling EMS pilot enters her life.,/tOCjOGMcmsDF2Ylsh61hP3YnG9p.jpg
849,10.499,617773,False,27,7.3,Western Stars,2019-10-25,en,Western Stars,"[99, 10402]",/4cmC0Pe090HODu4AHEL9AZqKz9q.jpg,False,"The incomparable Bruce Springsteen performs his critically acclaimed latest album and muses on life, rock, and the American dream, in this intimate and personal concert film co-directed by Thom Zimny and Springsteen himself.",/aT5lsPynkYhDgFZH48jdNLobnZY.jpg
850,10.481,557648,False,47,6.3,Rent,2019-01-27,en,Rent,"[18, 10402, 10770]",/bveDvCEwfZ1lUNBv1QYWyHtDZtH.jpg,False,"The story of several friends in New York City facing financial poverty, homophobia, AIDS, and, of course, rent.",/bBeKKzRYmGVa3beJvzu85wZaVgA.jpg
851,10.472,614198,False,4,5.8,Are We Dead Yet?,2019-08-24,en,Are We Dead Yet?,"[35, 27]",,False,A robbery goes horrifyingly wrong when five have a go criminals are forced to take refuge from the police in an old castle. What starts out as 'one last job' quickly becomes a hilarious fun filled journey of ghostly misfortunes.,/w9nZecjqe5rRssKxQOAcir4VLRz.jpg
852,10.452,588199,False,8,7.1,In Search of the Last Action Heroes,2019-09-01,en,In Search of the Last Action Heroes,"[99, 28]",/nuvkvulHicx1rcNHR7y02GR36au.jpg,False,The most comprehensive retrospective of the '80s action film genre ever made.,/5rt2L11lVwRkjXHBmTLagoywfRb.jpg
853,10.444,581420,False,158,7.1,Walk. Ride. Rodeo.,2019-03-08,en,Walk. Ride. Rodeo.,[18],/MsGAnPTwGKTbi70jiaA6m8I4sT.jpg,False,"Tells the incredible true story of Amberley Snyder, a nationally ranked rodeo barrel racer who defies the odds after barely surviving a car accident that leaves her paralyzed from the waist down.",/eUQyvpTtirjQRYi4gVRsVrDvf6T.jpg
854,10.427,544003,False,25,5.9,Framing John DeLorean,2019-06-07,en,Framing John DeLorean,"[99, 18]",/i3ErSy9O8NGNvb0S3Xv6Om8dk5z.jpg,False,"A documentary interspersed with acted scenes, this portrait of John DeLorean covers the brilliant but tragically flawed automaker's rise to stardom and shocking down fall.",/cYZFj5DeKduURJEGVBpVmS92cAS.jpg
855,10.418,608826,False,11,5.3,Saekano the Movie: Finale,2019-10-26,ja,冴えない彼女の育てかた Fine,"[16, 35, 10749, 18]",/1DbWrFIn8BJpmNx2eSUomtLPhPH.jpg,False,"After blessing software announced their first work, Eriri and Utaha leave the group to join popular creator Akane Kosaka in developing a major game called Fields Chronicle. Meanwhile, Tomoya and Megumi join hands with their new members and various other parties to produce their new game.  What will become of Eriri and Utaha’s major work? Will the relationship between Tomoya and Megumi change? And what will be the ultimate fate of blessing software’s new game?",/pLAGZkJNniQheZdfKF3XC6fDmZG.jpg
856,10.411,373226,False,56,6.2,Belzebuth,2019-01-11,es,Belzebuth,[27],/7KWf9XypksLRvEJpjGqf8QvN5N7.jpg,False,"While leading a police investigation of a massacre in a public school at the border of Mexico and U.S.A, special Agent Emanuel Ritter links this strange case to the coming and rising of the ancient demon Belzebuth. But in order to stop the trail of upcoming infanticides, Ritter shall have to confront himself before dealing with the forces of good and evil.",/8op7hL7IOthDn2ADYRFNTBf2ywJ.jpg
857,10.404,621751,False,4,7.0,And We Go Green,2019-05-23,en,And We Go Green,[99],/trZgJaml9vXosGtcZ2gw7gnjPbI.jpg,False,"Professional drivers on the international Formula E circuit — like Formula One, but with eco-friendly electric cars — race for victory across 10 cities.",/jO6IqXuWb8hY6145rhsNkRUewoz.jpg
858,10.399,578672,False,23,5.9,"L-DK: Two Loves, Under One Roof",2019-03-21,ja,L・DK ひとつ屋根の下、「スキ」がふたつ。,[10749],/1MFURVRRsZCap7yG6CPxLbXFFMC.jpg,False,"Aoi Nishimori and Shusei Kugayama are in love and they begin to live together secretly. Suddenly, Shusei's cousin Reon Kugayama comes to them. Their secret is discovered by Reon. Now, Aoi, Shusei and Reon begin to live together.",/8L66hJyXptS9XBt5b4O7WkZuwYj.jpg
859,10.398,481880,False,54,6.8,Trial by Fire,2019-05-17,en,Trial by Fire,"[80, 18]",/ceFrcBkOxBwwDvXuFtQ6aQblqJB.jpg,False,"The tragic and controversial story of Cameron Todd Willingham, who was executed in Texas for killing his three children after scientific evidence and expert testimony that bolstered his claims of innocence were suppressed.",/Aeon31iP17ys9FesAK3bLycXI6v.jpg
860,10.395,679782,False,2,6.0,Foster Boy,2019-10-03,en,Foster Boy,[18],/bxkTY0lXMZmnXCB6DcZzo7koCrM.jpg,False,"A lawyer finds himself at the center of a trial in which a for-profit foster care agency puts a known sex offender into the same foster home as his young client Jamal, which leads to catastrophic results.",/43bshXm9QCZkcfHQIzDjv05dNO2.jpg
861,10.373,606215,False,17,6.9,The Black Godfather,2019-06-07,en,The Black Godfather,[99],/lrTKanWOB7tyOrK2m93pffSJoaS.jpg,False,"Follows the life of Clarence Avant, the ultimate, uncensored mentor and behind-the-scenes rainmaker in music, film, TV and politics.",/3BQArnXPwM5nHeS1tlGKLY7eapP.jpg
862,10.369,554600,False,100,7.1,Uri: The Surgical Strike,2019-01-11,hi,Uri: The Surgical Strike,"[28, 18, 10752]",/S3EIcOUQYxgd3QzjOo2rZJ2MN8.jpg,False,"Following the roguish terrorist attacks at Uri Army Base camp in Kashmir, India takes the fight to the enemy, in its most successful covert operation till date with one and only one objective of avenging their fallen heroes.",/yNySAgpAnWmPpYinim9E0tUzJWG.jpg
863,10.35,590050,False,13,4.3,Candy Corn,2019-09-13,en,Candy Corn,[27],/qzrrnwkIW5LRcB5QzA5LvGDLHej.jpg,False,"On Halloween eve in 1980, local outcast, Julien Cummings, is carelessly murdered. A vagabond witch doctor, Dr. Death, takes matters into his own hands and brings Julien back from the dead to creatively seek brutal revenge on his killers.",/rTBTFKHAPKPBynoHgMnEBsIWw22.jpg
864,10.348,631143,False,44,7.3,QT8: The First Eight,2019-10-21,en,QT8: The First Eight,[99],/ulKw0ytuwp9L2RmikvO3mg8Ll6b.jpg,False,"A detailed account of the life and artistic career of legendary filmmaker Quentin Tarantino, from his early days as a video club manager to the scandalous fall in disgrace of producer Harvey Weinstein. A story about how to shoot eight great movies and become an icon of modern pop culture.",/rGPwMYUeygsUAmo0NS8IPlhQEfH.jpg
865,10.343,645398,False,4,5.5,A Kiss on Candy Cane Lane,2019-11-05,en,A Kiss on Candy Cane Lane,"[18, 10749]",/tfBjiqsjCUJ36FOftC61CHD51FM.jpg,False,"A romantic drama in the backdrop of Christmas time in Wisconsin, revolving around two college sweethearts who rekindle their love during the holiday season.",/x7SlVgO5v2drTrZOGGLPE94kB3I.jpg
866,10.34,505706,False,168,7.2,The Golden Glove,2019-02-21,de,Der goldene Handschuh,"[80, 18, 27, 53]",/haOytM3k2BPtocHq9YQ6OUecpzh.jpg,False,A serial killer strikes fear in the hearts of residents of Hamburg during the early 1970s.,/tu4PfotoM2Fti033O9gwHt7XpJw.jpg
867,10.332,621561,False,21,8.0,Our Planet: Behind The Scenes,2019-04-05,en,Our Planet: Behind The Scenes,[99],/r6JDDWmVQaLy4OZBnJgH3yi4s8U.jpg,False,Years spent recording footage of creatures from every corner of the globe is bound to produce a bit of drama. Here's a behind-the-scenes look.,/rLQWByPlwOyLfQAoDA1t9pQaEKV.jpg
868,10.317,624060,False,184,5.4,Back to School,2019-08-30,fr,La grande classe,[35],/kolHQeerAh75lPb66MxgJuxNEyu.jpg,False,Two adults go to their middle school reunion in order to show off their success to old bullies teenage crushes.,/27YETuzpqIcfzlSZhvQbKPLxrTn.jpg
869,10.296,590121,False,18,7.4,Aurora Teagarden Mysteries: An Inheritance to Die For,2019-08-11,en,Aurora Teagarden Mysteries: An Inheritance to Die For,"[9648, 10770]",/pdrql1IzsYKuYf6FoNq7tuD8mEF.jpg,False,"A matriarch is poisoned during a family wedding reception and Aurora Teagarden vows to get to the bottom of the crime, especially when her mother, a friend of the dead woman, stands to inherit the bulk of the massive estate.  11th installment in Aurora Teagarden Mysteries.",/kjx1jZPJl0x2wJP9Sdl5AOtzFHQ.jpg
870,10.295,525183,False,140,7.1,Paddleton,2019-02-22,en,Paddleton,[18],/bjKq3VuSUhJ3L5TKtu8Q1sTyps8.jpg,False,An unlikely friendship between two misfit neighbors becomes an unexpectedly emotional journey when the younger man is diagnosed with terminal cancer.,/gtssTSvNgY8132hPRtp1DbciYJ6.jpg
871,10.274,588226,False,30,7.4,Woodstock,2019-05-24,en,Woodstock,[10402],/dCJn8v0S5X4oy5Ozg8kTdlGCKcV.jpg,False,"50 years after the legendary fest, Barak Goodman’s electric retelling of Woodstock, from the point of view of those who were on the ground, evokes the freedom, passion, community, and joy the three-day music festival created.",/ejPrzjG17UrYHjUn8xE3EAYnoDl.jpg
872,10.245,504605,False,21,4.8,"Casanova, Last Love",2019-03-20,fr,Dernier amour,"[18, 10749]",/aSBJ8uDnQrOWUBW4TV6zCBsCOxQ.jpg,False,"Year 1763. Forced into exile, the famous libertine Giacomo Casanova leaves Paris and travels to London, where he meets Marianne de Charpillon, a young prostitute to whom he is so attracted that he forgets about the other women.",/3BaFWAAgg74b8veZvm8uEv7pcjI.jpg
873,10.24,571391,False,45,7.3,Chicuarotes,2019-05-20,es,Chicuarotes,"[80, 18]",/4JpOuUyoryxRmiMGHh4tmsYiCzV.jpg,False,"Cagalera and Moloteco are two teenagers from San Gregorio Atlapulco who are desperate to get out and move up and away from oppressive circumstances. When they hear of an opportunity to buy a spot in the electrician’s union, which could transform their lives, they quickly devolve into the criminal, adult underworld of Mexico City in a bid to buy their freedom.",/8qCDtYCeBF7PwV42NDw2VrtNgA0.jpg
874,10.231,589116,False,72,7.3,Antoine Griezmann: The Making of a Legend,2019-03-21,en,Antoine Griezmann: The Making of a Legend,[99],/oQyslJlBRYOHSZEn255BFNt9q4S.jpg,False,"With heart and determination, Antoine Griezmann overcame his small stature to become one of the world's top soccer players and a World Cup champion.",/mSqJzD857y3MSxHgW6ItZMoSUfa.jpg
875,10.224,609189,False,34,4.9,Into the Ashes,2019-07-19,en,Into the Ashes,"[80, 18, 9648, 53]",/12r1Oi9NRBgvguZYE1mpFXkdsh6.jpg,False,"With an honest job and a loving wife, Nick Brenner believed he had safely escaped his violent, criminal history. But his old crew hasn't forgotten about him or the money he stole, and when they take what Nick now values the most - his wife - he has nothing left to lose. Confronted by the town sheriff, who is also his father-in-law, Nick must decide if he will stay on his new path or indulge in his need for revenge and force his enemies to pay for what they have done.",/xSTsGP8EUVk26L1khj6uOv2n3f9.jpg
876,10.223,582624,False,13,6.7,Chronicle Mysteries: The Wrong Man,2019-02-24,en,Chronicle Mysteries: The Wrong Man,"[10770, 9648, 80]",/3rtZxkErOp7RjAr9r1pfjtFlgFE.jpg,False,"Podcaster Alex McPherson seeks the truth behind the tragic death of a young lawyer, while partner Drew finds himself diving into the shady mishaps of a shipping company. Starring Alison Sweeney and Benjamin Ayres.",/o3nIsEoEQHRFdm8KciKIhCIm44B.jpg
877,10.22,567966,False,21,8.2,Bixler High Private Eye,2019-01-21,en,Bixler High Private Eye,"[12, 10751, 10770]",/9dmhlTrF9yHU549ppCbLMIIEh3j.jpg,False,"Teenage detective Xander DeWitt is the new kid at Bixler Valley High, and he's there to unravel the biggest mystery of his life- the truth about his missing father. But in order to crack this case, Xander must learn to work with a partner- fearless investigative reporter Kenzie Messina.",/gjHb3aiiF1RSSSoMFZai2vh0N1W.jpg
878,10.215,589984,False,169,6.2,Inséparables,2019-09-04,fr,Inséparables,[35],/2fT7SYXdhl05yEIWXap6gpe3iJM.jpg,False,"Mika, a little crook, took a quick tour of the prison, where he got to know ""Putin"", a crazy and unpredictable detainee. As soon as his sentence has been served, he decides to start from scratch and start his life over again. As he prepares to marry the daughter of a wealthy businessman, his past catches up with him: Putin arrives without warning! Mika will quickly realize that we do not easily get rid of such a ball ...",/oSspU3czt0eGoVeJAjJvLOtaS8X.jpg
879,10.206,655989,False,2,4.5,Papá X Tres,2019-09-12,es,Papá X Tres,"[35, 10749]",/u6BUA9OWGuaGxL2aIPuRWwMQuZ7.jpg,False,,/1KifnY3ireREzmUFXuTghe8KEd3.jpg
880,10.196,532938,False,288,6.7,The Shiny Shrimps,2019-05-08,fr,Les Crevettes pailletées,[35],/yOguxIfv8a7M50Psbjc5HcYSMYk.jpg,False,"Matthias Le Goff, an Olympic champion at the end of his career, makes a homophobic statement on TV. His punishment: coach the Shiny Shrimps, a flamboyant and amateur gay water-polo team. They have only one thing in mind: to qualify for the Gay Games in Croatia where the hottest international LGBT athletes compete. It's the start of a bumpy and joyful ride - Faster, Higher, Stronger.",/9GCfcwTP3YDgOcSOAwoYEZDM7Ip.jpg
881,10.193,586655,False,27,6.3,Easter Under Wraps,2019-04-20,en,Easter Under Wraps,"[10770, 10749]",/hDm7Km7NfWnSj6WvpvsRAWUhf6X.jpg,False,"Erin Cavendish goes undercover at her family's chocolate plant to see why sales are down when she meets head chocolatier, Bryan, who has new ideas on how to update the Easter product line.",/cWaZhgxWI36ayDWs3s5tiVrBtEP.jpg
882,10.184,529245,False,28,7.4,Crossword Mysteries: A Puzzle to Die For,2019-03-10,en,Crossword Mysteries: A Puzzle to Die For,[9648],/hLGXm4hQ4DSABWcyJOt5AyMndSi.jpg,False,"A brilliant crossword puzzle editor (Chabert) finds her life turned upside-down when she is pulled into a police investigation after several of the clues in her recent puzzles are linked to unsolved crimes. Proving her innocence means leaving the comfort of her sheltered world and working with a tough police detective (Elliott), puzzling through clues together in order to crack the case, as the two are fish out of water in each other's worlds.",/6T3MopiUUWoye1VHDQ85lrj0hki.jpg
883,10.182,450487,False,91,6.1,Fast Color,2019-03-29,en,Fast Color,"[18, 878, 53]",/xHftIYll65N6Ho0IjH7q1O2OYw8.jpg,False,"A woman is forced to go on the run when her superhuman abilities are discovered. Years after having abandoned her family, the only place she has left to hide is home.",/1zZaZGMo23NsOGoGF5HRCPWwWN7.jpg
